names	scores	logfoldchanges	pvals	pvals_adj	cluster
HLA-DQB1	196.66455	4.3860874	0.0	0.0	cDC2_CD1C
HLA-DQA1	194.22406	4.3585463	0.0	0.0	cDC2_CD1C
HLA-DPB1	185.60948	3.1710122	0.0	0.0	cDC2_CD1C
CD74	179.54172	2.174162	0.0	0.0	cDC2_CD1C
HLA-DRA	169.0886	2.6102219	0.0	0.0	cDC2_CD1C
HLA-DPA1	167.75296	2.7123194	0.0	0.0	cDC2_CD1C
HLA-DRB1	161.94328	2.3495064	0.0	0.0	cDC2_CD1C
FCER1A	156.17386	8.037881	0.0	0.0	cDC2_CD1C
HLA-DMA	138.73808	3.0258136	0.0	0.0	cDC2_CD1C
CD1C	132.78049	7.768481	0.0	0.0	cDC2_CD1C
GSN	124.11607	4.065679	0.0	0.0	cDC2_CD1C
CLEC10A	122.65629	5.761135	0.0	0.0	cDC2_CD1C
HLA-DRB5	120.266594	3.0005515	0.0	0.0	cDC2_CD1C
FCGR2B	120.09803	4.9223604	0.0	0.0	cDC2_CD1C
CD1E	116.429306	7.6453834	0.0	0.0	cDC2_CD1C
PLD4	111.780106	4.8634205	0.0	0.0	cDC2_CD1C
HLA-DMB	107.84911	3.3309393	0.0	0.0	cDC2_CD1C
RNASE6	99.73298	3.8705115	0.0	0.0	cDC2_CD1C
PKIB	98.8402	5.5375366	0.0	0.0	cDC2_CD1C
PPA1	97.12023	4.0662684	0.0	0.0	cDC2_CD1C
GPR183	95.3827	4.1248226	0.0	0.0	cDC2_CD1C
CTSH	88.25532	2.55407	0.0	0.0	cDC2_CD1C
RGS1	87.49935	3.8890045	0.0	0.0	cDC2_CD1C
ALOX5AP	86.93749	3.5796244	0.0	0.0	cDC2_CD1C
HMGN1	84.63465	2.9627419	0.0	0.0	cDC2_CD1C
SPINT2	82.62559	3.3347118	0.0	0.0	cDC2_CD1C
CST7	81.62224	4.9809422	0.0	0.0	cDC2_CD1C
CST3	80.7487	1.1779379	0.0	0.0	cDC2_CD1C
NDRG2	79.12194	4.526645	0.0	0.0	cDC2_CD1C
IL13RA1	77.40113	3.3750305	0.0	0.0	cDC2_CD1C
ALDH2	75.83566	2.8381832	0.0	0.0	cDC2_CD1C
GPAT3	74.99201	3.9846985	0.0	0.0	cDC2_CD1C
HERPUD1	74.785645	2.771874	0.0	0.0	cDC2_CD1C
YWHAH	74.064095	3.091107	0.0	0.0	cDC2_CD1C
RGCC	73.32139	3.7955291	0.0	0.0	cDC2_CD1C
JAML	72.56884	2.9835608	0.0	0.0	cDC2_CD1C
TMEM14C	72.08159	2.7218747	0.0	0.0	cDC2_CD1C
DUSP4	72.002335	4.2677784	0.0	0.0	cDC2_CD1C
LSP1	70.56343	1.9951206	0.0	0.0	cDC2_CD1C
SGK1	70.069664	3.1400635	0.0	0.0	cDC2_CD1C
EEF1B2	68.07443	1.0209249	0.0	0.0	cDC2_CD1C
CXCR4	67.81011	2.8881314	0.0	0.0	cDC2_CD1C
NPM1	67.35602	1.6241419	0.0	0.0	cDC2_CD1C
PRCP	66.18113	2.8588572	0.0	0.0	cDC2_CD1C
CXCL16	65.695145	2.3272457	0.0	0.0	cDC2_CD1C
CSF2RA	65.67404	2.8976946	0.0	0.0	cDC2_CD1C
FILIP1L	65.01723	3.611272	0.0	0.0	cDC2_CD1C
RPLP0	64.13079	0.66068363	0.0	0.0	cDC2_CD1C
HLA-DQA2	63.969563	3.1282692	0.0	0.0	cDC2_CD1C
EEF1G	63.852467	1.3059642	0.0	0.0	cDC2_CD1C
IL18	63.371437	2.8700144	0.0	0.0	cDC2_CD1C
HINT1	63.304817	1.8307524	0.0	0.0	cDC2_CD1C
HLA-DOA	62.67537	3.125463	0.0	0.0	cDC2_CD1C
AREG	61.827354	3.4269128	0.0	0.0	cDC2_CD1C
PLSCR1	60.88683	2.2508476	0.0	0.0	cDC2_CD1C
GLIPR1	60.515377	2.1327395	0.0	0.0	cDC2_CD1C
PEA15	60.351418	2.6218464	0.0	0.0	cDC2_CD1C
RPS5	59.85924	0.7467221	0.0	0.0	cDC2_CD1C
ARL4C	59.546886	3.145072	0.0	0.0	cDC2_CD1C
PEBP1	59.204967	2.4085767	0.0	0.0	cDC2_CD1C
NME2	59.118805	1.0646785	0.0	0.0	cDC2_CD1C
SARAF	58.39071	1.4504584	0.0	0.0	cDC2_CD1C
TMEM109	58.176624	2.864354	0.0	0.0	cDC2_CD1C
NR4A3	57.999855	2.638723	0.0	0.0	cDC2_CD1C
RPS10	57.759182	0.5783624	0.0	0.0	cDC2_CD1C
SYNGR2	57.619015	1.6987629	0.0	0.0	cDC2_CD1C
RPS23	57.547115	0.5170049	0.0	0.0	cDC2_CD1C
RPL5	56.95691	0.74457186	0.0	0.0	cDC2_CD1C
INSIG1	56.03295	2.8099117	0.0	0.0	cDC2_CD1C
PAK1	55.98124	2.4305763	0.0	0.0	cDC2_CD1C
RALA	55.848576	2.7240543	0.0	0.0	cDC2_CD1C
CD86	55.65126	2.2591443	0.0	0.0	cDC2_CD1C
SLC38A1	55.109276	4.4944696	0.0	0.0	cDC2_CD1C
AKR1B1	55.02623	2.5553815	0.0	0.0	cDC2_CD1C
RPS7	54.67024	0.505441	0.0	0.0	cDC2_CD1C
NET1	54.498085	3.5579488	0.0	0.0	cDC2_CD1C
RGS10	54.085133	1.582833	0.0	0.0	cDC2_CD1C
RPS3	54.057995	0.4875905	0.0	0.0	cDC2_CD1C
MZT2A	53.87375	2.6432717	0.0	0.0	cDC2_CD1C
RPS6	53.588108	0.6107499	0.0	0.0	cDC2_CD1C
CNN2	53.41609	2.2855735	0.0	0.0	cDC2_CD1C
ENTPD1	53.080963	2.8491082	0.0	0.0	cDC2_CD1C
IL1R2	52.93125	3.2095976	0.0	0.0	cDC2_CD1C
RPS18	52.628727	0.611063	0.0	0.0	cDC2_CD1C
AXL	52.358242	2.9347782	0.0	0.0	cDC2_CD1C
CEBPD	52.353348	1.9753785	0.0	0.0	cDC2_CD1C
TM6SF1	52.303726	2.6931806	0.0	0.0	cDC2_CD1C
SEPT6	51.81242	2.4277368	0.0	0.0	cDC2_CD1C
NR4A2	51.111874	2.250963	0.0	0.0	cDC2_CD1C
PTMS	51.016872	2.41603	0.0	0.0	cDC2_CD1C
CKLF	50.961426	2.1770434	0.0	0.0	cDC2_CD1C
ZNF331	50.92764	2.5682614	0.0	0.0	cDC2_CD1C
ADAM28	50.856224	2.7843988	0.0	0.0	cDC2_CD1C
RPS2	50.550705	0.5037304	0.0	0.0	cDC2_CD1C
CYP2S1	50.297215	3.1306498	0.0	0.0	cDC2_CD1C
LY86	50.12805	2.089424	0.0	0.0	cDC2_CD1C
IL2RG	49.698856	2.5058339	0.0	0.0	cDC2_CD1C
RPSA	49.643555	0.8819348	0.0	0.0	cDC2_CD1C
OGFRL1	49.36216	2.3826668	0.0	0.0	cDC2_CD1C
CREM	49.337376	2.2682264	0.0	0.0	cDC2_CD1C
IRF4	49.060028	3.3090844	0.0	0.0	cDC2_CD1C
AKR1C3	49.05671	5.056557	0.0	0.0	cDC2_CD1C
TUBA1B	48.91477	1.6669829	0.0	0.0	cDC2_CD1C
LITAF	48.829517	1.5015373	0.0	0.0	cDC2_CD1C
C12orf45	48.719555	2.838677	0.0	0.0	cDC2_CD1C
C1orf162	48.40063	1.484781	0.0	0.0	cDC2_CD1C
ELMO1	48.351074	2.351338	0.0	0.0	cDC2_CD1C
AFF3	47.96276	3.8085032	0.0	0.0	cDC2_CD1C
FLT3	47.915848	3.3622081	0.0	0.0	cDC2_CD1C
GPRIN3	47.862167	2.6013684	0.0	0.0	cDC2_CD1C
CCL22	47.74747	3.9691556	0.0	0.0	cDC2_CD1C
EZR	47.68283	2.026543	0.0	0.0	cDC2_CD1C
AIM1	47.566128	2.558179	0.0	0.0	cDC2_CD1C
RPL3	47.41219	0.7257868	0.0	0.0	cDC2_CD1C
EIF3L	47.272697	1.6296864	0.0	0.0	cDC2_CD1C
RPS4X	47.270927	0.44829646	0.0	0.0	cDC2_CD1C
HLA-DQB2	47.269318	2.7754428	0.0	0.0	cDC2_CD1C
OPN3	46.934757	2.4523468	0.0	0.0	cDC2_CD1C
PON2	46.92397	3.038403	0.0	0.0	cDC2_CD1C
SPIB	46.72942	3.7097685	0.0	0.0	cDC2_CD1C
HAVCR2	46.64497	2.2535214	0.0	0.0	cDC2_CD1C
