names	scores	logfoldchanges	pvals	pvals_adj	cluster
LINC01272	249.272	6.7461348	0.0	0.0	Mono_CD16
LST1	238.48315	4.3166637	0.0	0.0	Mono_CD16
FCGR3A	215.96011	5.8729415	0.0	0.0	Mono_CD16
CD52	195.66359	5.3435264	0.0	0.0	Mono_CD16
SERPINA1	187.42497	3.659837	0.0	0.0	Mono_CD16
LILRB2	187.03793	4.867433	0.0	0.0	Mono_CD16
LILRA5	186.7356	5.9656415	0.0	0.0	Mono_CD16
IFITM2	181.76065	3.3923793	0.0	0.0	Mono_CD16
COTL1	180.98813	2.575837	0.0	0.0	Mono_CD16
RPS19	173.20947	1.2726167	0.0	0.0	Mono_CD16
FCN1	167.67224	5.43095	0.0	0.0	Mono_CD16
IFITM3	167.39185	3.0340102	0.0	0.0	Mono_CD16
WARS	159.13298	5.0670404	0.0	0.0	Mono_CD16
CFP	153.99603	4.978562	0.0	0.0	Mono_CD16
STXBP2	152.94392	4.0687337	0.0	0.0	Mono_CD16
MTSS1	150.30423	5.415051	0.0	0.0	Mono_CD16
CFD	147.59474	4.1080213	0.0	0.0	Mono_CD16
PECAM1	147.23311	4.964817	0.0	0.0	Mono_CD16
S100A4	145.07155	2.580536	0.0	0.0	Mono_CD16
AIF1	142.13736	2.1213257	0.0	0.0	Mono_CD16
CD48	141.43193	3.967561	0.0	0.0	Mono_CD16
CTSS	139.65956	2.3434079	0.0	0.0	Mono_CD16
CORO1A	137.34665	2.9994442	0.0	0.0	Mono_CD16
PILRA	136.18054	3.8413289	0.0	0.0	Mono_CD16
TCF7L2	134.92278	6.2373667	0.0	0.0	Mono_CD16
FGR	134.0894	3.8596172	0.0	0.0	Mono_CD16
CYTIP	132.14104	4.592085	0.0	0.0	Mono_CD16
ICAM2	130.30356	5.2122054	0.0	0.0	Mono_CD16
HES4	129.2653	5.4158444	0.0	0.0	Mono_CD16
LY6E	125.88835	3.9613907	0.0	0.0	Mono_CD16
LYN	125.559456	3.4105096	0.0	0.0	Mono_CD16
